animal_type,breed,sex_upon_intake,sex_upon_outcome,age_upon_intake,age_upon_outcome,intake_type,intake_condition,outcome_type,time_in_shelter_days
Dog,Chihuahua Shorthair Mix,Intact Female,Spayed Female,6 years,6 years,Owner Surrender,Normal,Adoption,2.352777777777778
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Public Assist,Normal,Transfer,12.95625
Dog,Pit Bull Mix,Spayed Female,Spayed Female,3 years,3 years,Public Assist,Injured,Adoption,25.33194444444445
Dog,American Bulldog Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,31.06111111111111
Dog,Chihuahua Shorthair Mix,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Return to Owner,4.185416666666667
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,2 years,2 years,Stray,Normal,Euthanasia,0.05416666666666667
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,4 weeks,2 months,Stray,Normal,Adoption,55.15555555555556
Dog,Soft Coated Wheaten Terrier Mix,Intact Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Adoption,1.2201388888888889
Dog,Pit Bull Mix,Intact Female,Intact Female,2 years,2 years,Stray,Normal,Return to Owner,0.06111111111111111
Dog,German Shepherd Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,7.960416666666666
Dog,Staffordshire Mix,Spayed Female,Spayed Female,5 years,5 years,Stray,Normal,Return to Owner,0.04513888888888889
Dog,West Highland,Intact Female,Intact Female,1 year,1 year,Stray,Normal,Transfer,4.020138888888889
Dog,German Shepherd Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Normal,Transfer,24.11527777777778
Dog,Pit Bull Mix,Intact Male,Intact Male,1 year,1 year,Owner Surrender,Normal,Euthanasia,6.779861111111111
Dog,Pit Bull Mix,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,137.02569444444444
Dog,Smooth Fox Terrier Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Normal,Transfer,18.680555555555557
Cat,Domestic Longhair Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,11.01875
Cat,Domestic Shorthair,Spayed Female,Spayed Female,5 years,5 years,Owner Surrender,Aged,Adoption,22.715277777777786
Dog,Labrador Retriever Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,5.986805555555557
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,2.14375
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,4 years,4 years,Owner Surrender,Normal,Transfer,8.161805555555556
Dog,Parson Russell Terrier,Neutered Male,Neutered Male,7 years,7 years,Owner Surrender,Normal,Return to Owner,0.9715277777777778
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,2 months,Owner Surrender,Normal,Transfer,6.5159722222222225
Dog,Chihuahua Shorthair Mix,Neutered Male,Neutered Male,8 years,8 years,Stray,Normal,Return to Owner,1.95625
Cat,Domestic Shorthair Mix,Unknown,Unknown,1 year,1 year,Stray,Normal,Transfer,1.1729166666666666
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Injured,Adoption,11.07013888888889
Dog,Pit Bull Mix,Intact Male,Intact Male,3 years,3 years,Stray,Normal,Return to Owner,1.4541666666666668
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,3 weeks,3 weeks,Stray,Normal,Transfer,0.05
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Transfer,7.851388888888889
Cat,Domestic Longhair Mix,Intact Male,Neutered Male,1 month,3 months,Stray,Normal,Adoption,57.23680555555555
Dog,Cairn Terrier Mix,Intact Female,Spayed Female,4 months,5 months,Stray,Normal,Adoption,5.14375
Dog,Great Dane/German Shepherd,Neutered Male,Neutered Male,8 months,9 months,Owner Surrender,Injured,Transfer,22.95416666666667
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,4 months,Stray,Normal,Adoption,55.264583333333334
Cat,Snowshoe Mix,Neutered Male,Neutered Male,8 years,9 years,Owner Surrender,Normal,Adoption,525.9590277777778
Dog,Pit Bull Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Transfer,1.5229166666666667
Dog,Cardigan Welsh Corgi/Chihuahua Shorthair,Intact Male,Intact Male,8 years,8 years,Stray,Sick,Transfer,6.801388888888889
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,4 weeks,4 weeks,Owner Surrender,Normal,Transfer,2.899305555555556
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,5.110416666666667
Cat,Russian Blue Mix,Unknown,Unknown,3 months,3 months,Stray,Normal,Transfer,0.8986111111111111
Dog,Labrador Retriever Mix,Intact Female,Intact Female,12 years,12 years,Public Assist,Normal,Return to Owner,0.2798611111111111
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,4 years,4 years,Stray,Normal,Transfer,0.7590277777777777
Dog,German Wirehaired Pointer,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Transfer,4.175694444444445
Cat,Domestic Medium Hair Mix,Spayed Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Transfer,7.125694444444444
Cat,Domestic Medium Hair Mix,Intact Female,Spayed Female,2 months,2 months,Owner Surrender,Normal,Adoption,2.073611111111111
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,6 months,6 months,Owner Surrender,Normal,Adoption,3.994444444444445
Dog,Plott Hound Mix,Intact Male,Neutered Male,5 months,6 months,Stray,Normal,Adoption,5.2131944444444445
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,11 months,1 year,Owner Surrender,Normal,Adoption,29.30069444444445
Dog,Chinese Sharpei/Labrador Retriever,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,30.045833333333334
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,2 months,Stray,Normal,Adoption,11.14652777777778
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,2 years,2 years,Owner Surrender,Normal,Adoption,59.25555555555555
Dog,German Shepherd Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Injured,Adoption,50.31875
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 year,1 year,Stray,Normal,Transfer,1.9715277777777775
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,3 months,3 months,Stray,Normal,Adoption,26.12638888888889
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,3 years,3 years,Owner Surrender,Normal,Transfer,7.854861111111111
Dog,Labrador Retriever Mix,Intact Female,Intact Female,1 month,2 months,Stray,Normal,Return to Owner,0.7708333333333334
Dog,Chihuahua Shorthair Mix,Intact Female,Spayed Female,4 years,4 years,Stray,Normal,Adoption,4.938888888888889
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,3 months,Stray,Normal,Adoption,45.31597222222223
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,5 years,5 years,Stray,Normal,Return to Owner,0.12430555555555556
Cat,Domestic Shorthair Mix,Unknown,Unknown,3 days,3 days,Stray,Normal,Transfer,0.05138888888888889
Dog,Great Pyrenees Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,32.96388888888889
Dog,American Staffordshire Terrier Mix,Spayed Female,Spayed Female,8 years,8 years,Stray,Injured,Return to Owner,6.246527777777778
Dog,Labrador Retriever Mix,Intact Male,Intact Male,3 months,3 months,Stray,Normal,Transfer,2.980555555555556
Dog,Dachshund Mix,Spayed Female,Spayed Female,3 years,3 years,Stray,Normal,Return to Owner,0.8138888888888889
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,74.91388888888889
Dog,Norwich Terrier Mix,Intact Male,Neutered Male,3 months,3 months,Public Assist,Normal,Return to Owner,2.314583333333333
Dog,Pit Bull Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,37.10347222222222
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,5 months,6 months,Stray,Normal,Adoption,30.952083333333334
Dog,Australian Cattle Dog Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,6.2347222222222225
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,7 years,7 years,Owner Surrender,Normal,Adoption,67.01388888888889
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Transfer,0.7944444444444444
Dog,German Shepherd Mix,Intact Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Adoption,4.98125
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Transfer,9.31597222222222
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,0.0625
Dog,German Shepherd,Neutered Male,Neutered Male,5 years,5 years,Stray,Normal,Return to Owner,1.0305555555555554
Dog,Australian Cattle Dog Mix,Neutered Male,Neutered Male,8 months,9 months,Stray,Normal,Transfer,24.053472222222226
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Adoption,4.281944444444444
Dog,Chihuahua Shorthair/Rat Terrier,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,1.040277777777778
Dog,German Shepherd Mix,Neutered Male,Neutered Male,6 years,6 years,Public Assist,Normal,Return to Owner,5.002777777777778
Dog,Pit Bull Mix,Neutered Male,Neutered Male,3 years,3 years,Stray,Normal,Return to Owner,0.17569444444444446
Dog,German Shepherd Mix,Neutered Male,Neutered Male,8 years,8 years,Owner Surrender,Normal,Euthanasia,1.01875
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Owner Surrender,Normal,Adoption,2.064583333333333
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,41.300694444444446
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,9 months,10 months,Owner Surrender,Normal,Adoption,9.28472222222222
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,3 weeks,3 weeks,Stray,Normal,Transfer,0.07847222222222222
Dog,Cocker Spaniel Mix,Spayed Female,Spayed Female,9 years,9 years,Stray,Normal,Return to Owner,0.0902777777777778
Dog,Chihuahua Shorthair/Bichon Frise,Neutered Male,Neutered Male,4 years,4 years,Owner Surrender,Normal,Transfer,2.2159722222222222
Cat,Domestic Shorthair Mix,Unknown,Unknown,9 months,10 months,Stray,Normal,Transfer,0.8131944444444444
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,10 years,10 years,Stray,Normal,Transfer,6.961111111111111
Dog,Chihuahua Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,7.279861111111111
Dog,Australian Shepherd Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,5.100694444444445
Cat,Domestic Shorthair Mix,Unknown,Unknown,2 weeks,2 weeks,Stray,Normal,Transfer,0.03541666666666666
Dog,English Pointer Mix,Intact Female,Spayed Female,9 months,9 months,Stray,Normal,Adoption,6.377083333333333
Dog,Yorkshire Terrier Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,4.134027777777778
Cat,Domestic Medium Hair Mix,Intact Female,Spayed Female,2 years,2 years,Stray,Sick,Adoption,157.15208333333334
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,9 years,9 years,Owner Surrender,Normal,Return to Owner,13.103472222222225
Dog,Collie Rough Mix,Intact Female,Intact Female,3 years,3 years,Stray,Normal,Return to Owner,5.191666666666666
Dog,Labrador Retriever/Black/Tan Hound,Intact Female,Intact Female,5 months,6 months,Stray,Normal,Transfer,7.948611111111111
Dog,Australian Cattle Dog Mix,Spayed Female,Spayed Female,8 years,8 years,Stray,Normal,Adoption,1.1319444444444444
Dog,Rat Terrier/Boston Terrier,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Transfer,5.090277777777778
Dog,Canaan Dog Mix,Spayed Female,Spayed Female,4 years,4 years,Stray,Normal,Adoption,44.95208333333334
Dog,Australian Cattle Dog Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,8.066666666666666
Dog,Miniature Pinscher/Chihuahua Shorthair,Neutered Male,Neutered Male,2 months,2 months,Owner Surrender,Normal,Adoption,11.029861111111112
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,2 days,2 days,Stray,Nursing,Transfer,0.05138888888888889
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,4.120138888888889
Dog,Chihuahua Shorthair Mix,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Adoption,4.195138888888889
Dog,Black Mouth Cur/Pit Bull,Spayed Female,Spayed Female,3 months,7 months,Owner Surrender,Normal,Adoption,111.34722222222224
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Transfer,5.508333333333334
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Owner Surrender,Normal,Adoption,2.067361111111111
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,3 years,3 years,Stray,Normal,Adoption,3.922222222222222
Dog,Jack Russell Terrier Mix,Intact Male,Neutered Male,5 months,6 months,Stray,Normal,Adoption,4.1305555555555555
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Transfer,5.5875
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Injured,Adoption,4.404861111111111
Dog,Labrador Retriever Mix,Neutered Male,Neutered Male,7 years,7 years,Stray,Normal,Return to Owner,0.02361111111111111
Dog,American Bulldog Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,354.9125
Dog,Rhod Ridgeback Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Normal,Return to Owner,0.6104166666666667
Dog,Great Pyrenees/Labrador Retriever,Intact Male,Intact Male,1 month,2 months,Stray,Normal,Transfer,6.1506944444444445
Dog,Blue Lacy Mix,Intact Female,Spayed Female,10 months,11 months,Stray,Normal,Adoption,4.940972222222222
Dog,Black Mouth Cur Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,5.055555555555555
Dog,Miniature Poodle Mix,Intact Male,Intact Male,1 year,1 year,Stray,Normal,Transfer,1.8763888888888889
Cat,Domestic Shorthair Mix,Unknown,Unknown,1 day,1 day,Stray,Normal,Transfer,0.03194444444444444
Dog,Chihuahua Shorthair Mix,Intact Female,Intact Female,4 weeks,4 weeks,Stray,Normal,Euthanasia,0.04236111111111111
Dog,Greyhound,Intact Male,Intact Male,4 months,4 months,Stray,Normal,Transfer,4.079166666666667
Dog,Labrador Retriever/Boxer,Intact Female,Spayed Female,3 months,4 months,Stray,Normal,Adoption,4.223611111111111
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,5.080555555555556
Dog,Dachshund/Chihuahua Shorthair,Spayed Female,Spayed Female,3 years,3 years,Owner Surrender,Normal,Adoption,0.15694444444444444
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 year,1 year,Stray,Normal,Euthanasia,4.754861111111111
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,68.10972222222222
Dog,Pit Bull Mix,Spayed Female,Spayed Female,3 years,3 years,Owner Surrender,Normal,Euthanasia,2.761805555555556
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,28.138194444444444
Dog,Dachshund Mix,Spayed Female,Spayed Female,4 years,4 years,Stray,Normal,Transfer,7.127777777777778
Dog,Chihuahua Shorthair Mix,Intact Female,Intact Female,4 months,4 months,Stray,Normal,Transfer,1.6506944444444445
Dog,Shih Tzu,Intact Male,Intact Male,14 years,14 years,Stray,Normal,Transfer,1.7215277777777778
Dog,Beagle,Neutered Male,Neutered Male,5 years,5 years,Stray,Normal,Return to Owner,1.1868055555555554
Cat,Siamese,Intact Male,Neutered Male,2 months,3 months,Stray,Normal,Adoption,48.97986111111111
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,2 years,2 years,Stray,Nursing,Transfer,0.01041666666666666
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,4 weeks,4 weeks,Stray,Normal,Transfer,0.1388888888888889
Dog,Pit Bull Mix,Intact Female,Intact Female,2 years,2 years,Stray,Normal,Return to Owner,0.7583333333333334
Dog,German Shepherd Mix,Spayed Female,Spayed Female,4 years,4 years,Stray,Normal,Return to Owner,0.03194444444444444
Dog,Chihuahua Shorthair/Dachshund,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,6.952083333333333
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,6 months,6 months,Owner Surrender,Normal,Adoption,21.08125
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,1 year,1 year,Public Assist,Normal,Return to Owner,6.1625
Dog,Labrador Retriever Mix,Intact Female,Intact Female,10 years,10 years,Owner Surrender,Normal,Transfer,18.466666666666665
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,3 weeks,3 weeks,Stray,Normal,Transfer,0.04444444444444445
Dog,Labrador Retriever/Greyhound,Neutered Male,Neutered Male,7 years,8 years,Owner Surrender,Normal,Adoption,45.34166666666667
Dog,Pit Bull Mix,Neutered Male,Neutered Male,9 years,9 years,Stray,Normal,Return to Owner,0.23402777777777775
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,3 months,Stray,Normal,Adoption,82.80486111111111
Cat,Domestic Medium Hair Mix,Intact Female,Intact Female,6 days,6 days,Stray,Nursing,Transfer,0.24375
Dog,Whippet Mix,Intact Female,Intact Female,1 month,2 months,Stray,Normal,Transfer,3.004166666666667
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,3.995138888888889
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 year,1 year,Stray,Normal,Transfer,0.17083333333333336
Dog,Australian Shepherd Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,27.060416666666665
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Adoption,25.120833333333337
Dog,Pit Bull Mix,Spayed Female,Spayed Female,3 years,3 years,Stray,Normal,Return to Owner,1.9347222222222225
Dog,Bull Terrier Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,22.067361111111115
Dog,Pit Bull Mix,Intact Male,Neutered Male,1 year,1 year,Public Assist,Sick,Transfer,21.54513888888889
Cat,Siamese Mix,Intact Male,Neutered Male,2 months,3 months,Owner Surrender,Normal,Adoption,1.1743055555555555
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,2 years,2 years,Stray,Sick,Transfer,1.0486111111111112
Dog,Toy Poodle Mix,Intact Female,Intact Female,4 weeks,4 weeks,Stray,Sick,Transfer,0.15069444444444444
Dog,Labrador Retriever Mix,Neutered Male,Neutered Male,4 years,4 years,Public Assist,Normal,Return to Owner,9.866666666666667
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,4 years,4 years,Owner Surrender,Normal,Adoption,17.972916666666666
Dog,Pit Bull Mix,Spayed Female,Spayed Female,11 years,11 years,Owner Surrender,Normal,Adoption,90.73402777777778
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 month,2 months,Owner Surrender,Normal,Adoption,6.1722222222222225
Dog,Queensland Heeler Mix,Intact Female,Spayed Female,4 weeks,2 months,Stray,Normal,Adoption,35.28125
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Transfer,12.0125
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,4 months,4 months,Stray,Normal,Adoption,6.169444444444444
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,7.995833333333334
Dog,Pit Bull Mix,Intact Male,Intact Male,3 years,3 years,Stray,Normal,Return to Owner,0.12916666666666668
Dog,Cardigan Welsh Corgi/Miniature Schnauzer,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Transfer,4.846527777777778
Cat,Domestic Shorthair Mix,Unknown,Unknown,3 days,3 days,Stray,Nursing,Transfer,6.9444444444444e-4
Dog,Jack Russell Terrier Mix,Neutered Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Adoption,0.2625
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,4 weeks,2 months,Stray,Normal,Adoption,33.12569444444444
